"Nomenclature","ReporterISO3","ProductCode","ReporterName","PartnerISO3","PartnerName","Year","TradeFlowName","TradeFlowCode","TradeValue in 1000 USD"
"H5","KOR","1211","Korea, Rep.","WLD"," World",2022,"Import",5,135249.812
"H5","KOR","1211","Korea, Rep.","WLD"," World",2023,"Export",6,110696.234
"H5","KOR","1211","Korea, Rep.","WLD"," World",2023,"Import",5,135308.363
"H5","KOR","1211","Korea, Rep.","WLD"," World",2024,"Export",6,101477.887
"H5","KOR","1211","Korea, Rep.","WLD"," World",2024,"Import",5,129351.142
"H5","KOR","1212","Korea, Rep.","WLD"," World",2017,"Export",6,284929.601
"H5","KOR","1212","Korea, Rep.","WLD"," World",2017,"Import",5,61184.831
"H5","KOR","1212","Korea, Rep.","WLD"," World",2018,"Export",6,263963.304
"H5","KOR","1212","Korea, Rep.","WLD"," World",2018,"Import",5,66377.002
"H5","KOR","1212","Korea, Rep.","WLD"," World",2019,"Export",6,278221.698
"H5","KOR","1212","Korea, Rep.","WLD"," World",2019,"Import",5,65175.063
"H5","KOR","1212","Korea, Rep.","WLD"," World",2020,"Export",6,242256.346
"H5","KOR","1212","Korea, Rep.","WLD"," World",2020,"Import",5,61930.164
"H5","KOR","1212","Korea, Rep.","WLD"," World",2021,"Export",6,255049.36
"H5","KOR","1212","Korea, Rep.","WLD"," World",2021,"Import",5,62627.419
"H5","KOR","1212","Korea, Rep.","WLD"," World",2022,"Export",6,274338.338
"H5","KOR","1212","Korea, Rep.","WLD"," World",2022,"Import",5,66048.062
"H5","KOR","1212","Korea, Rep.","WLD"," World",2023,"Export",6,355818.285
"H5","KOR","1212","Korea, Rep.","WLD"," World",2023,"Import",5,51891.221
"H5","KOR","1212","Korea, Rep.","WLD"," World",2024,"Export",6,477317.378
"H5","KOR","1212","Korea, Rep.","WLD"," World",2024,"Import",5,58258.978
"H5","KOR","1213","Korea, Rep.","WLD"," World",2017,"Import",5,6163.155
"H5","KOR","1213","Korea, Rep.","WLD"," World",2018,"Export",6,1.985
"H5","KOR","1213","Korea, Rep.","WLD"," World",2018,"Import",5,5870.16
"H5","KOR","1213","Korea, Rep.","WLD"," World",2019,"Export",6,0.006
"H5","KOR","1213","Korea, Rep.","WLD"," World",2019,"Import",5,12107.594
"H5","KOR","1213","Korea, Rep.","WLD"," World",2020,"Export",6,0.007
"H5","KOR","1213","Korea, Rep.","WLD"," World",2020,"Import",5,15288.031
"H5","KOR","1213","Korea, Rep.","WLD"," World",2021,"Import",5,17778.578
"H5","KOR","1213","Korea, Rep.","WLD"," World",2022,"Import",5,31261.67
"H5","KOR","1213","Korea, Rep.","WLD"," World",2023,"Export",6,2.535
"H5","KOR","1213","Korea, Rep.","WLD"," World",2023,"Import",5,23879.276
"H5","KOR","1213","Korea, Rep.","WLD"," World",2024,"Export",6,4.619
"H5","KOR","1213","Korea, Rep.","WLD"," World",2024,"Import",5,16181.156
"H5","KOR","1214","Korea, Rep.","WLD"," World",2017,"Export",6,0.12
"H5","KOR","1214","Korea, Rep.","WLD"," World",2017,"Import",5,398946.405
"H5","KOR","1214","Korea, Rep.","WLD"," World",2018,"Export",6,58.51
"H5","KOR","1214","Korea, Rep.","WLD"," World",2018,"Import",5,342934.988
"H5","KOR","1214","Korea, Rep.","WLD"," World",2019,"Export",6,142.462
"H5","KOR","1214","Korea, Rep.","WLD"," World",2019,"Import",5,347529.443
"H5","KOR","1214","Korea, Rep.","WLD"," World",2020,"Export",6,67.821
"H5","KOR","1214","Korea, Rep.","WLD"," World",2020,"Import",5,323950.676
"H5","KOR","1214","Korea, Rep.","WLD"," World",2021,"Import",5,341937.944
"H5","KOR","1214","Korea, Rep.","WLD"," World",2022,"Export",6,0.574
"H5","KOR","1214","Korea, Rep.","WLD"," World",2022,"Import",5,452921.035
"H5","KOR","1214","Korea, Rep.","WLD"," World",2023,"Export",6,4.792
"H5","KOR","1214","Korea, Rep.","WLD"," World",2023,"Import",5,372612.495
"H5","KOR","1214","Korea, Rep.","WLD"," World",2024,"Export",6,0.275
"H5","KOR","1214","Korea, Rep.","WLD"," World",2024,"Import",5,383665.57
"H5","KOR","1301","Korea, Rep.","WLD"," World",2017,"Export",6,119.446
"H5","KOR","1301","Korea, Rep.","WLD"," World",2017,"Import",5,5938.026
"H5","KOR","1301","Korea, Rep.","WLD"," World",2018,"Export",6,101.557
"H5","KOR","1301","Korea, Rep.","WLD"," World",2018,"Import",5,6728.11
"H5","KOR","1301","Korea, Rep.","WLD"," World",2019,"Export",6,249.311
"H5","KOR","1301","Korea, Rep.","WLD"," World",2019,"Import",5,7451.759
"H5","KOR","1301","Korea, Rep.","WLD"," World",2020,"Export",6,204.731
"H5","KOR","1301","Korea, Rep.","WLD"," World",2020,"Import",5,9367.044
"H5","KOR","1301","Korea, Rep.","WLD"," World",2021,"Export",6,97.144
"H5","KOR","1301","Korea, Rep.","WLD"," World",2021,"Import",5,11374.639
"H5","KOR","1301","Korea, Rep.","WLD"," World",2022,"Export",6,76.674
"H5","KOR","1301","Korea, Rep.","WLD"," World",2022,"Import",5,8329.707
"H5","KOR","1301","Korea, Rep.","WLD"," World",2023,"Export",6,78.342
"H5","KOR","1301","Korea, Rep.","WLD"," World",2023,"Import",5,8565.13
"H5","KOR","1301","Korea, Rep.","WLD"," World",2024,"Export",6,125.403
"H5","KOR","1301","Korea, Rep.","WLD"," World",2024,"Import",5,8295.307
"H5","KOR","1302","Korea, Rep.","WLD"," World",2017,"Export",6,93437.989
"H5","KOR","1302","Korea, Rep.","WLD"," World",2017,"Import",5,215151.503
"H5","KOR","1302","Korea, Rep.","WLD"," World",2018,"Export",6,101214.398
"H5","KOR","1302","Korea, Rep.","WLD"," World",2018,"Import",5,222364.279
"H5","KOR","1302","Korea, Rep.","WLD"," World",2019,"Export",6,103013.113
"H5","KOR","1302","Korea, Rep.","WLD"," World",2019,"Import",5,252952.178
"H5","KOR","1302","Korea, Rep.","WLD"," World",2020,"Export",6,108199.486
"H5","KOR","1302","Korea, Rep.","WLD"," World",2020,"Import",5,293335.345
"H5","KOR","1302","Korea, Rep.","WLD"," World",2021,"Export",6,126519.893
"H5","KOR","1302","Korea, Rep.","WLD"," World",2021,"Import",5,309710.784
"H5","KOR","1302","Korea, Rep.","WLD"," World",2022,"Export",6,131525.155
"H5","KOR","1302","Korea, Rep.","WLD"," World",2022,"Import",5,368243.223
"H5","KOR","1302","Korea, Rep.","WLD"," World",2023,"Export",6,106168.199
"H5","KOR","1302","Korea, Rep.","WLD"," World",2023,"Import",5,334668.205
"H5","KOR","1302","Korea, Rep.","WLD"," World",2024,"Export",6,97887.934
"H5","KOR","1302","Korea, Rep.","WLD"," World",2024,"Import",5,302461.976
"H5","KOR","1401","Korea, Rep.","WLD"," World",2017,"Export",6,7.45
"H5","KOR","1401","Korea, Rep.","WLD"," World",2017,"Import",5,3895.053
"H5","KOR","1401","Korea, Rep.","WLD"," World",2018,"Export",6,19.896
"H5","KOR","1401","Korea, Rep.","WLD"," World",2018,"Import",5,3364.843
"H5","KOR","1401","Korea, Rep.","WLD"," World",2019,"Export",6,31.493
"H5","KOR","1401","Korea, Rep.","WLD"," World",2019,"Import",5,3118.27
"H5","KOR","1401","Korea, Rep.","WLD"," World",2020,"Export",6,7.036
"H5","KOR","1401","Korea, Rep.","WLD"," World",2020,"Import",5,3288.727
"H5","KOR","1401","Korea, Rep.","WLD"," World",2021,"Export",6,17.379
"H5","KOR","1401","Korea, Rep.","WLD"," World",2021,"Import",5,2977.521
"H5","KOR","1401","Korea, Rep.","WLD"," World",2022,"Export",6,1.07
"H5","KOR","1401","Korea, Rep.","WLD"," World",2022,"Import",5,3517.883
"H5","KOR","1401","Korea, Rep.","WLD"," World",2023,"Export",6,15.211
"H5","KOR","1401","Korea, Rep.","WLD"," World",2023,"Import",5,2999.39
"H5","KOR","1401","Korea, Rep.","WLD"," World",2024,"Export",6,28.079
"H5","KOR","1401","Korea, Rep.","WLD"," World",2024,"Import",5,3532.479
"H5","KOR","1404","Korea, Rep.","WLD"," World",2017,"Export",6,531.692
"H5","KOR","1404","Korea, Rep.","WLD"," World",2017,"Import",5,70091.999
"H5","KOR","1404","Korea, Rep.","WLD"," World",2018,"Export",6,121.312
"H5","KOR","1404","Korea, Rep.","WLD"," World",2018,"Import",5,80762.982
"H5","KOR","1404","Korea, Rep.","WLD"," World",2019,"Export",6,194.35
"H5","KOR","1404","Korea, Rep.","WLD"," World",2019,"Import",5,91757.247
"H5","KOR","1404","Korea, Rep.","WLD"," World",2020,"Export",6,229.434
"H5","KOR","1404","Korea, Rep.","WLD"," World",2020,"Import",5,87847.657
"H5","KOR","1404","Korea, Rep.","WLD"," World",2021,"Export",6,402.361
"H5","KOR","1404","Korea, Rep.","WLD"," World",2021,"Import",5,87243.92
"H5","KOR","1404","Korea, Rep.","WLD"," World",2022,"Export",6,483.728
"H5","KOR","1404","Korea, Rep.","WLD"," World",2022,"Import",5,109743.446
"H5","KOR","1404","Korea, Rep.","WLD"," World",2023,"Export",6,610.308
"H5","KOR","1404","Korea, Rep.","WLD"," World",2023,"Import",5,85596.908
"H5","KOR","1404","Korea, Rep.","WLD"," World",2024,"Export",6,451.007
"H5","KOR","1404","Korea, Rep.","WLD"," World",2024,"Import",5,43587.913
"H5","KOR","1501","Korea, Rep.","WLD"," World",2017,"Import",5,52.831
